variationType,taalName,variationNum,tempos,seqNum,bolLeft,bolRight,matra,numBeats,volLeft,volRight,bolName
1,Tilwada,118,0,6,,Ti,1,0.0625,1.0,1.0,
1,Tilwada,118,0,7,,TTa,1,0.0625,1.0,1.0,
1,Tilwada,118,0,8,Ge,Ta,1,0.125,1.0,1.0,
1,Tilwada,118,0,9,,Tat,1,0.125,1.0,1.0,
1,Tilwada,119,1,1,Ge-B,TinFull,1,0.125,1.5,1.5,Dhin
1,Tilwada,119,1,2,Ge-B,,1,0.125,0.5,1.0,
1,Tilwada,119,1,3,,Ti,1,0.125,1.0,1.0,
1,Tilwada,119,1,4,,TTa,1,0.125,1.0,1.0,
1,Tilwada,119,1,5,Ge-B,TinMed,1,0.25,1.5,1.5,
1,Tilwada,119,1,6,Ge,Ta,1,0.125,1.0,1.0,
1,Tilwada,119,1,7,,Tat,1,0.125,1.0,1.0,
